iter	Logloss
1515	0.2000596242
1516	0.2000418971
1517	0.2000274276
1518	0.2000022381
1519	0.1999764445
1520	0.1999585978
1521	0.1999281179
1522	0.1998992923
1523	0.1998829639
1524	0.1998499473
1525	0.1998234012
1526	0.1997970342
1527	0.1997685686
1528	0.1997404914
1529	0.1997225335
1530	0.1997036878
1531	0.199669724
1532	0.1996492129
1533	0.1996201837
1534	0.1995948966
1535	0.1995718276
1536	0.1995482863
1537	0.1995201958
1538	0.1995113673
1539	0.1994839255
1540	0.199461253
1541	0.1994377741
1542	0.199415625
1543	0.1993974132
1544	0.1993617548
1545	0.199335811
1546	0.1993086519
1547	0.1992753262
1548	0.19925365
1549	0.1992231136
